model,layer,dir_acc_at_1_mean__baseline,dir_acc_at_1_mean__sif_abtt_optimal,dir_acc_at_1_std__baseline,dir_acc_at_1_std__sif_abtt_optimal,existing_acc_mean__baseline,existing_acc_mean__sif_abtt_optimal,existing_acc_std__baseline,existing_acc_std__sif_abtt_optimal,new_acc_mean__baseline,new_acc_mean__sif_abtt_optimal,new_acc_std__baseline,new_acc_std__sif_abtt_optimal,model_display
Qwen/Qwen3-Embedding-0.6B,23,0.7568470677762089,0.8874075913545315,0.0121909013560582,0.0064849158077223,0.5768595041322314,0.8570247933884299,0.014492295798967,0.0069145456738353,0.9893033932637894,0.9268421124856768,0.0039466152566262,0.0111648010586704,Qwen3-0.6B
Qwen/Qwen3-Embedding-0.6B,24,0.810368109466897,0.89340957343881,0.0136762109955864,0.0053946281041963,0.6950413223140496,0.8611570247933884,0.0209484162903083,0.0036959801280988,0.9594770453186297,0.9351268328496052,0.0025381596361388,0.0112715055701965,Qwen3-0.6B
Qwen/Qwen3-Embedding-0.6B,25,0.7322270372104547,0.8897475281809,0.0111855829827962,0.0089891737004095,0.5272727272727272,0.8661157024793388,0.0164252949705387,0.0062668392099599,0.9967317867317866,0.9203544279781904,0.0029850642923074,0.0141640186954752,Qwen3-0.6B
Qwen/Qwen3-Embedding-0.6B,26,0.7493876238943447,0.894819899130048,0.0129384425671353,0.0078196177246075,0.5619834710743801,0.8578512396694216,0.0165289256198347,0.0036959801280988,0.9913923933725914,0.9425903163526927,0.0031410766533451,0.0152738760342658,Qwen3-0.6B
Qwen/Qwen3-Embedding-0.6B,27,0.8119342802237082,0.8808673581059931,0.0037427831531127,0.004617928090154,0.7413223140495868,0.8239669421487603,0.0075065711258615,0.0062668392099599,0.9032771548613132,0.9544132261954044,0.0113648889712008,0.0107043349674839,Qwen3-0.6B
Qwen/Qwen3-Embedding-0.6B,28,0.8244815947243647,0.8711010345839618,0.0096408680594069,0.0060565538308986,0.7355371900826446,0.8016528925619835,0.0154613941602228,0.0096909416525277,0.9392412530036292,0.9606491084708908,0.0052772808641564,0.0072325482351065,Qwen3-0.6B
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,1,0.596275174015849,0.892902177785291,0.012042998809322,0.0045200051606737,0.343801652892562,0.8462809917355372,0.0034572728369176,0.0053877705828121,0.9222027478463122,0.9531273009490832,0.0219315366682817,0.0064351351260309,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,2,0.620472666561035,0.89342175108969,0.0183162013983114,0.0034941512858978,0.4223140495867769,0.8454545454545453,0.0138290913476706,0.0047114686987567,0.876087705592656,0.9553301631519452,0.023494947078329,0.0080172433174988,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,3,0.6046590019974527,0.8933858838407079,0.0112970596745691,0.0040654534559022,0.3785123966942149,0.8429752066115702,0.0080552019378586,0.0,0.8963261259300863,0.9585196043611884,0.0179404620797304,0.0097777446360815,KaLM-mini
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,4,0.5622194909806877,0.88866882417692,0.0153910731977926,0.0054844735064706,0.2652892561983471,0.8421487603305785,0.0094229373975135,0.0079485058106079,0.9454795672617456,0.9488008866226688,0.015563814201728,0.0079388572228675,KaLM-mini
