model,repr,pooling,layer,method,D,tau,dir_acc_at_1,dir_acc_at_2,dir_acc_at_3,dir_acc_at_4,dir_acc_at_5,existing_acc,new_acc,overall_assignment_acc,n_query,n_reference_dirs,n_query_existing,n_query_new,seed
bowphs/PhilTa,hidden,mean,7,baseline,10,0.9547738693467337,0.14912280701754385,0.2807017543859649,0.34210526315789475,0.39473684210526316,0.4473684210526316,0.0989010989010989,0.34782608695652173,0.14912280701754385,114,45,91,23,48
bowphs/PhilTa,hidden,mean,8,baseline,10,0.9547738693467337,0.16666666666666666,0.2807017543859649,0.34210526315789475,0.38596491228070173,0.43859649122807015,0.12087912087912088,0.34782608695652173,0.16666666666666666,114,45,91,23,48
bowphs/PhilTa,hidden,mean,9,baseline,10,0.949748743718593,0.15789473684210525,0.2807017543859649,0.32456140350877194,0.38596491228070173,0.43859649122807015,0.12087912087912088,0.30434782608695654,0.15789473684210525,114,45,91,23,48
bowphs/PhilTa,hidden,mean,10,baseline,10,0.9698492462311558,0.15789473684210525,0.2807017543859649,0.34210526315789475,0.41228070175438597,0.45614035087719296,0.10989010989010989,0.34782608695652173,0.15789473684210525,114,45,91,23,48
bowphs/PhilTa,hidden,mean,11,baseline,10,0.964824120603015,0.15789473684210525,0.2807017543859649,0.3508771929824561,0.39473684210526316,0.43859649122807015,0.10989010989010989,0.34782608695652173,0.15789473684210525,114,45,91,23,48
bowphs/PhilTa,hidden,mean,12,baseline,10,0.8542713567839196,0.4298245614035088,0.5,0.543859649122807,0.6228070175438597,0.6403508771929824,0.4945054945054945,0.17391304347826086,0.4298245614035088,114,45,91,23,48
bowphs/PhilTa,hidden,sif,1,sif_only,10,0.8592964824120604,0.47368421052631576,0.5964912280701754,0.6578947368421053,0.7017543859649122,0.7456140350877193,0.42857142857142855,0.6521739130434783,0.47368421052631576,114,45,91,23,48
bowphs/PhilTa,hidden,sif,1,sif_abtt_fixed,10,0.1457286432160804,0.43859649122807015,0.5175438596491229,0.5701754385964912,0.6052631578947368,0.6491228070175439,0.5494505494505495,0.0,0.43859649122807015,114,45,91,23,48
bowphs/PhilTa,hidden,sif,1,sif_abtt_optimal,1,0.19597989949748745,0.4473684210526316,0.5,0.5350877192982456,0.6228070175438597,0.6491228070175439,0.5604395604395604,0.0,0.4473684210526316,114,45,91,23,48
bowphs/PhilTa,hidden,sif,2,sif_only,10,0.914572864321608,0.47368421052631576,0.6228070175438597,0.6666666666666666,0.7105263157894737,0.7543859649122807,0.42857142857142855,0.6521739130434783,0.47368421052631576,114,45,91,23,48
bowphs/PhilTa,hidden,sif,2,sif_abtt_fixed,10,0.1708542713567839,0.4649122807017544,0.5526315789473685,0.5877192982456141,0.631578947368421,0.7017543859649122,0.5824175824175825,0.0,0.4649122807017544,114,45,91,23,48
bowphs/PhilTa,hidden,sif,2,sif_abtt_optimal,2,0.20603015075376885,0.4473684210526316,0.5087719298245614,0.5701754385964912,0.5877192982456141,0.6228070175438597,0.5604395604395604,0.0,0.4473684210526316,114,45,91,23,48
bowphs/PhilTa,hidden,sif,3,sif_only,10,0.9095477386934674,0.47368421052631576,0.5789473684210527,0.6052631578947368,0.631578947368421,0.6842105263157895,0.4835164835164835,0.43478260869565216,0.47368421052631576,114,45,91,23,48
bowphs/PhilTa,hidden,sif,3,sif_abtt_fixed,10,0.19095477386934673,0.4473684210526316,0.49122807017543857,0.5701754385964912,0.6578947368421053,0.7192982456140351,0.5604395604395604,0.0,0.4473684210526316,114,45,91,23,48
bowphs/PhilTa,hidden,sif,3,sif_abtt_optimal,3,0.18592964824120603,0.4473684210526316,0.5263157894736842,0.5701754385964912,0.6140350877192983,0.6578947368421053,0.5604395604395604,0.0,0.4473684210526316,114,45,91,23,48
bowphs/PhilTa,hidden,sif,4,sif_only,10,0.8944723618090452,0.4473684210526316,0.5175438596491229,0.5701754385964912,0.631578947368421,0.6842105263157895,0.4945054945054945,0.2608695652173913,0.4473684210526316,114,45,91,23,48
bowphs/PhilTa,hidden,sif,4,sif_abtt_fixed,10,0.18090452261306533,0.45614035087719296,0.5,0.5526315789473685,0.6140350877192983,0.6754385964912281,0.5714285714285714,0.0,0.45614035087719296,114,45,91,23,48
bowphs/PhilTa,hidden,sif,4,sif_abtt_optimal,10,0.18090452261306533,0.45614035087719296,0.5,0.5526315789473685,0.6140350877192983,0.6754385964912281,0.5714285714285714,0.0,0.45614035087719296,114,45,91,23,48
bowphs/PhilTa,hidden,sif,5,sif_only,10,0.8994974874371859,0.38596491228070173,0.4824561403508772,0.5350877192982456,0.5964912280701754,0.6578947368421053,0.43956043956043955,0.17391304347826086,0.38596491228070173,114,45,91,23,48
bowphs/PhilTa,hidden,sif,5,sif_abtt_fixed,10,0.18090452261306533,0.41228070175438597,0.4649122807017544,0.5263157894736842,0.5964912280701754,0.6578947368421053,0.5164835164835165,0.0,0.41228070175438597,114,45,91,23,48
bowphs/PhilTa,hidden,sif,5,sif_abtt_optimal,3,0.21608040201005024,0.45614035087719296,0.5087719298245614,0.5175438596491229,0.5964912280701754,0.631578947368421,0.5714285714285714,0.0,0.45614035087719296,114,45,91,23,48
bowphs/PhilTa,hidden,sif,6,sif_only,10,0.9095477386934674,0.35964912280701755,0.45614035087719296,0.5,0.5701754385964912,0.631578947368421,0.4065934065934066,0.17391304347826086,0.35964912280701755,114,45,91,23,48
bowphs/PhilTa,hidden,sif,6,sif_abtt_fixed,10,0.18090452261306533,0.42105263157894735,0.543859649122807,0.5964912280701754,0.6491228070175439,0.6929824561403509,0.5274725274725275,0.0,0.42105263157894735,114,45,91,23,48
bowphs/PhilTa,hidden,sif,6,sif_abtt_optimal,1,0.21608040201005024,0.49122807017543857,0.5263157894736842,0.5526315789473685,0.5964912280701754,0.6403508771929824,0.6153846153846154,0.0,0.49122807017543857,114,45,91,23,48
bowphs/PhilTa,hidden,sif,7,sif_only,10,0.914572864321608,0.35964912280701755,0.4649122807017544,0.5175438596491229,0.5701754385964912,0.6140350877192983,0.4065934065934066,0.17391304347826086,0.35964912280701755,114,45,91,23,48
bowphs/PhilTa,hidden,sif,7,sif_abtt_fixed,10,0.19095477386934673,0.42105263157894735,0.5087719298245614,0.5877192982456141,0.6403508771929824,0.6842105263157895,0.5164835164835165,0.043478260869565216,0.42105263157894735,114,45,91,23,48
bowphs/PhilTa,hidden,sif,7,sif_abtt_optimal,7,0.19597989949748745,0.4649122807017544,0.543859649122807,0.6052631578947368,0.6228070175438597,0.7105263157894737,0.5714285714285714,0.043478260869565216,0.4649122807017544,114,45,91,23,48
bowphs/PhilTa,hidden,sif,8,sif_only,10,0.914572864321608,0.3508771929824561,0.4824561403508772,0.5614035087719298,0.5964912280701754,0.6491228070175439,0.4065934065934066,0.13043478260869565,0.3508771929824561,114,45,91,23,48
bowphs/PhilTa,hidden,sif,8,sif_abtt_fixed,10,0.22110552763819097,0.4649122807017544,0.543859649122807,0.6228070175438597,0.6754385964912281,0.7456140350877193,0.5494505494505495,0.13043478260869565,0.4649122807017544,114,45,91,23,48
bowphs/PhilTa,hidden,sif,8,sif_abtt_optimal,1,0.17587939698492464,0.5,0.5526315789473685,0.5789473684210527,0.6140350877192983,0.631578947368421,0.6263736263736264,0.0,0.5,114,45,91,23,48
bowphs/PhilTa,hidden,sif,9,sif_only,10,0.9246231155778895,0.37719298245614036,0.47368421052631576,0.543859649122807,0.5877192982456141,0.6403508771929824,0.4065934065934066,0.2608695652173913,0.37719298245614036,114,45,91,23,48
bowphs/PhilTa,hidden,sif,9,sif_abtt_fixed,10,0.21105527638190955,0.4473684210526316,0.5350877192982456,0.6228070175438597,0.6929824561403509,0.7719298245614035,0.5494505494505495,0.043478260869565216,0.4473684210526316,114,45,91,23,48
bowphs/PhilTa,hidden,sif,9,sif_abtt_optimal,1,0.17587939698492464,0.4824561403508772,0.5701754385964912,0.5964912280701754,0.6228070175438597,0.631578947368421,0.6043956043956044,0.0,0.4824561403508772,114,45,91,23,48
bowphs/PhilTa,hidden,sif,10,sif_only,10,0.9296482412060302,0.35964912280701755,0.45614035087719296,0.543859649122807,0.6140350877192983,0.6491228070175439,0.3956043956043956,0.21739130434782608,0.35964912280701755,114,45,91,23,48
bowphs/PhilTa,hidden,sif,10,sif_abtt_fixed,10,0.18090452261306533,0.4473684210526316,0.5526315789473685,0.6052631578947368,0.6754385964912281,0.7192982456140351,0.5604395604395604,0.0,0.4473684210526316,114,45,91,23,48
bowphs/PhilTa,hidden,sif,10,sif_abtt_optimal,1,0.18090452261306533,0.5,0.5877192982456141,0.6052631578947368,0.631578947368421,0.631578947368421,0.6263736263736264,0.0,0.5,114,45,91,23,48
bowphs/PhilTa,hidden,sif,11,sif_only,10,0.9246231155778895,0.34210526315789475,0.4473684210526316,0.5087719298245614,0.6228070175438597,0.6491228070175439,0.37362637362637363,0.21739130434782608,0.34210526315789475,114,45,91,23,48
bowphs/PhilTa,hidden,sif,11,sif_abtt_fixed,10,0.22110552763819097,0.4298245614035088,0.5789473684210527,0.6491228070175439,0.7192982456140351,0.7982456140350878,0.5164835164835165,0.08695652173913043,0.4298245614035088,114,45,91,23,48
bowphs/PhilTa,hidden,sif,11,sif_abtt_optimal,1,0.17587939698492464,0.47368421052631576,0.5701754385964912,0.5964912280701754,0.6228070175438597,0.631578947368421,0.5934065934065934,0.0,0.47368421052631576,114,45,91,23,48
bowphs/PhilTa,hidden,sif,12,sif_only,10,0.8442211055276382,0.4824561403508772,0.5614035087719298,0.631578947368421,0.6666666666666666,0.7105263157894737,0.5604395604395604,0.17391304347826086,0.4824561403508772,114,45,91,23,48
bowphs/PhilTa,hidden,sif,12,sif_abtt_fixed,10,0.15577889447236182,0.43859649122807015,0.5175438596491229,0.5701754385964912,0.6403508771929824,0.7280701754385965,0.5384615384615384,0.043478260869565216,0.43859649122807015,114,45,91,23,48
bowphs/PhilTa,hidden,sif,12,sif_abtt_optimal,2,0.19095477386934673,0.5175438596491229,0.6052631578947368,0.6140350877192983,0.6491228070175439,0.7105263157894737,0.6483516483516484,0.0,0.5175438596491229,114,45,91,23,48
google/mt5-base,hidden,mean,1,baseline,10,0.9849246231155779,0.20175438596491227,0.2719298245614035,0.3684210526315789,0.42105263157894735,0.43859649122807015,0.24175824175824176,0.043478260869565216,0.20175438596491227,114,45,91,23,48
google/mt5-base,hidden,mean,2,baseline,10,0.9849246231155779,0.21052631578947367,0.2982456140350877,0.3684210526315789,0.43859649122807015,0.47368421052631576,0.25274725274725274,0.043478260869565216,0.21052631578947367,114,45,91,23,48
google/mt5-base,hidden,mean,3,baseline,10,0.9899497487437187,0.19298245614035087,0.2807017543859649,0.3684210526315789,0.42105263157894735,0.4824561403508772,0.2087912087912088,0.13043478260869565,0.19298245614035087,114,45,91,23,48
google/mt5-base,hidden,mean,4,baseline,10,0.9899497487437187,0.19298245614035087,0.2894736842105263,0.3684210526315789,0.40350877192982454,0.4473684210526316,0.21978021978021978,0.08695652173913043,0.19298245614035087,114,45,91,23,48
google/mt5-base,hidden,mean,5,baseline,10,0.04522613065326633,0.15789473684210525,0.19298245614035087,0.2543859649122807,0.32456140350877194,0.3684210526315789,0.1978021978021978,0.0,0.15789473684210525,114,45,91,23,48
google/mt5-base,hidden,mean,6,baseline,10,0.010050251256281407,0.15789473684210525,0.20175438596491227,0.2894736842105263,0.3508771929824561,0.39473684210526316,0.1978021978021978,0.0,0.15789473684210525,114,45,91,23,48
google/mt5-base,hidden,mean,7,baseline,10,0.07537688442211056,0.19298245614035087,0.24561403508771928,0.3157894736842105,0.34210526315789475,0.40350877192982454,0.24175824175824176,0.0,0.19298245614035087,114,45,91,23,48
google/mt5-base,hidden,mean,8,baseline,10,0.010050251256281407,0.16666666666666666,0.2543859649122807,0.30701754385964913,0.37719298245614036,0.41228070175438597,0.2087912087912088,0.0,0.16666666666666666,114,45,91,23,48
google/mt5-base,hidden,mean,9,baseline,10,0.06030150753768844,0.21929824561403508,0.2807017543859649,0.3333333333333333,0.38596491228070173,0.42105263157894735,0.27472527472527475,0.0,0.21929824561403508,114,45,91,23,48
google/mt5-base,hidden,mean,10,baseline,10,0.020100502512562814,0.21929824561403508,0.2719298245614035,0.3333333333333333,0.37719298245614036,0.41228070175438597,0.27472527472527475,0.0,0.21929824561403508,114,45,91,23,48
google/mt5-base,hidden,mean,11,baseline,10,0.0,0.22807017543859648,0.2894736842105263,0.3333333333333333,0.38596491228070173,0.43859649122807015,0.2857142857142857,0.0,0.22807017543859648,114,45,91,23,48
google/mt5-base,hidden,mean,12,baseline,10,0.9597989949748744,0.24561403508771928,0.39473684210526316,0.5087719298245614,0.5526315789473685,0.5701754385964912,0.2087912087912088,0.391304347826087,0.24561403508771928,114,45,91,23,48
google/mt5-base,hidden,sif,1,sif_only,10,0.9447236180904522,0.2807017543859649,0.32456140350877194,0.3508771929824561,0.35964912280701755,0.40350877192982454,0.3516483516483517,0.0,0.2807017543859649,114,45,91,23,48
google/mt5-base,hidden,sif,1,sif_abtt_fixed,10,0.18592964824120603,0.47368421052631576,0.6491228070175439,0.6666666666666666,0.7017543859649122,0.7631578947368421,0.5054945054945055,0.34782608695652173,0.47368421052631576,114,45,91,23,48
google/mt5-base,hidden,sif,1,sif_abtt_optimal,2,0.08542713567839195,0.4649122807017544,0.5175438596491229,0.543859649122807,0.5964912280701754,0.6140350877192983,0.5824175824175825,0.0,0.4649122807017544,114,45,91,23,48
google/mt5-base,hidden,sif,2,sif_only,10,0.949748743718593,0.22807017543859648,0.2719298245614035,0.3508771929824561,0.38596491228070173,0.42105263157894735,0.2857142857142857,0.0,0.22807017543859648,114,45,91,23,48
google/mt5-base,hidden,sif,2,sif_abtt_fixed,10,0.24623115577889448,0.4649122807017544,0.6052631578947368,0.6666666666666666,0.6929824561403509,0.7368421052631579,0.43956043956043955,0.5652173913043478,0.4649122807017544,114,45,91,23,48
google/mt5-base,hidden,sif,2,sif_abtt_optimal,1,0.24623115577889448,0.43859649122807015,0.5701754385964912,0.6403508771929824,0.7017543859649122,0.7456140350877193,0.5054945054945055,0.17391304347826086,0.43859649122807015,114,45,91,23,48
google/mt5-base,hidden,sif,3,sif_only,10,0.9597989949748744,0.19298245614035087,0.2631578947368421,0.32456140350877194,0.37719298245614036,0.42105263157894735,0.24175824175824176,0.0,0.19298245614035087,114,45,91,23,48
google/mt5-base,hidden,sif,3,sif_abtt_fixed,10,0.19095477386934673,0.4298245614035088,0.5526315789473685,0.6052631578947368,0.6754385964912281,0.7456140350877193,0.5164835164835165,0.08695652173913043,0.4298245614035088,114,45,91,23,48
google/mt5-base,hidden,sif,3,sif_abtt_optimal,2,0.18090452261306533,0.42105263157894735,0.47368421052631576,0.5,0.543859649122807,0.5614035087719298,0.5274725274725275,0.0,0.42105263157894735,114,45,91,23,48
google/mt5-base,hidden,sif,4,sif_only,10,0.9899497487437187,0.22807017543859648,0.3157894736842105,0.38596491228070173,0.4473684210526316,0.49122807017543857,0.24175824175824176,0.17391304347826086,0.22807017543859648,114,45,91,23,48
google/mt5-base,hidden,sif,4,sif_abtt_fixed,10,0.20603015075376885,0.42105263157894735,0.47368421052631576,0.5877192982456141,0.6666666666666666,0.7719298245614035,0.4835164835164835,0.17391304347826086,0.42105263157894735,114,45,91,23,48
google/mt5-base,hidden,sif,4,sif_abtt_optimal,1,0.20100502512562815,0.39473684210526316,0.43859649122807015,0.5,0.543859649122807,0.5877192982456141,0.4945054945054945,0.0,0.39473684210526316,114,45,91,23,48
google/mt5-base,hidden,sif,5,sif_only,10,0.0,0.16666666666666666,0.24561403508771928,0.3157894736842105,0.39473684210526316,0.40350877192982454,0.2087912087912088,0.0,0.16666666666666666,114,45,91,23,48
google/mt5-base,hidden,sif,5,sif_abtt_fixed,10,0.21105527638190955,0.4473684210526316,0.5175438596491229,0.5877192982456141,0.6666666666666666,0.7280701754385965,0.5164835164835165,0.17391304347826086,0.4473684210526316,114,45,91,23,48
google/mt5-base,hidden,sif,5,sif_abtt_optimal,1,0.2814070351758794,0.3157894736842105,0.42105263157894735,0.4824561403508772,0.543859649122807,0.5789473684210527,0.38461538461538464,0.043478260869565216,0.3157894736842105,114,45,91,23,48
google/mt5-base,hidden,sif,6,sif_only,10,0.005025125628140704,0.18421052631578946,0.34210526315789475,0.41228070175438597,0.4473684210526316,0.49122807017543857,0.23076923076923078,0.0,0.18421052631578946,114,45,91,23,48
google/mt5-base,hidden,sif,6,sif_abtt_fixed,10,0.16080402010050251,0.40350877192982454,0.4649122807017544,0.49122807017543857,0.543859649122807,0.6140350877192983,0.5054945054945055,0.0,0.40350877192982454,114,45,91,23,48
google/mt5-base,hidden,sif,6,sif_abtt_optimal,1,0.2663316582914573,0.37719298245614036,0.4473684210526316,0.49122807017543857,0.5175438596491229,0.5701754385964912,0.4725274725274725,0.0,0.37719298245614036,114,45,91,23,48
google/mt5-base,hidden,sif,7,sif_only,10,0.0,0.22807017543859648,0.32456140350877194,0.42105263157894735,0.4649122807017544,0.4824561403508772,0.2857142857142857,0.0,0.22807017543859648,114,45,91,23,48
google/mt5-base,hidden,sif,7,sif_abtt_fixed,10,0.20100502512562815,0.38596491228070173,0.4473684210526316,0.5175438596491229,0.5964912280701754,0.6491228070175439,0.4835164835164835,0.0,0.38596491228070173,114,45,91,23,48
google/mt5-base,hidden,sif,7,sif_abtt_optimal,5,0.1306532663316583,0.41228070175438597,0.45614035087719296,0.5,0.5350877192982456,0.5877192982456141,0.5164835164835165,0.0,0.41228070175438597,114,45,91,23,48
google/mt5-base,hidden,sif,8,sif_only,10,0.9899497487437187,0.20175438596491227,0.3157894736842105,0.42105263157894735,0.5263157894736842,0.5701754385964912,0.16483516483516483,0.34782608695652173,0.20175438596491227,114,45,91,23,48
google/mt5-base,hidden,sif,8,sif_abtt_fixed,10,0.1457286432160804,0.41228070175438597,0.4824561403508772,0.5263157894736842,0.543859649122807,0.5526315789473685,0.5164835164835165,0.0,0.41228070175438597,114,45,91,23,48
google/mt5-base,hidden,sif,8,sif_abtt_optimal,2,0.21105527638190955,0.40350877192982454,0.4824561403508772,0.5350877192982456,0.5789473684210527,0.6052631578947368,0.5054945054945055,0.0,0.40350877192982454,114,45,91,23,48
google/mt5-base,hidden,sif,9,sif_only,10,0.0,0.23684210526315788,0.34210526315789475,0.4649122807017544,0.5087719298245614,0.5087719298245614,0.2967032967032967,0.0,0.23684210526315788,114,45,91,23,48
google/mt5-base,hidden,sif,9,sif_abtt_fixed,10,0.17587939698492464,0.4298245614035088,0.4649122807017544,0.49122807017543857,0.543859649122807,0.5877192982456141,0.5274725274725275,0.043478260869565216,0.4298245614035088,114,45,91,23,48
google/mt5-base,hidden,sif,9,sif_abtt_optimal,2,0.22110552763819097,0.40350877192982454,0.49122807017543857,0.5263157894736842,0.5789473684210527,0.6228070175438597,0.5054945054945055,0.0,0.40350877192982454,114,45,91,23,48
google/mt5-base,hidden,sif,10,sif_only,10,0.06030150753768844,0.22807017543859648,0.3157894736842105,0.4473684210526316,0.5087719298245614,0.5350877192982456,0.2857142857142857,0.0,0.22807017543859648,114,45,91,23,48
google/mt5-base,hidden,sif,10,sif_abtt_fixed,10,0.1407035175879397,0.4473684210526316,0.47368421052631576,0.5087719298245614,0.5175438596491229,0.5789473684210527,0.5604395604395604,0.0,0.4473684210526316,114,45,91,23,48
google/mt5-base,hidden,sif,10,sif_abtt_optimal,1,0.2964824120603015,0.32456140350877194,0.43859649122807015,0.5175438596491229,0.5614035087719298,0.6140350877192983,0.4065934065934066,0.0,0.32456140350877194,114,45,91,23,48
google/mt5-base,hidden,sif,11,sif_only,10,0.02512562814070352,0.2631578947368421,0.3333333333333333,0.42105263157894735,0.4649122807017544,0.5,0.32967032967032966,0.0,0.2631578947368421,114,45,91,23,48
google/mt5-base,hidden,sif,11,sif_abtt_fixed,10,0.18090452261306533,0.42105263157894735,0.4473684210526316,0.47368421052631576,0.5614035087719298,0.631578947368421,0.5274725274725275,0.0,0.42105263157894735,114,45,91,23,48
google/mt5-base,hidden,sif,11,sif_abtt_optimal,7,0.18090452261306533,0.4298245614035088,0.5,0.5350877192982456,0.5877192982456141,0.631578947368421,0.5384615384615384,0.0,0.4298245614035088,114,45,91,23,48
google/mt5-base,hidden,sif,12,sif_only,10,0.9547738693467337,0.24561403508771928,0.3684210526315789,0.43859649122807015,0.4824561403508772,0.5526315789473685,0.2087912087912088,0.391304347826087,0.24561403508771928,114,45,91,23,48
google/mt5-base,hidden,sif,12,sif_abtt_fixed,10,0.25125628140703515,0.47368421052631576,0.5350877192982456,0.6403508771929824,0.7192982456140351,0.7543859649122807,0.4945054945054945,0.391304347826087,0.47368421052631576,114,45,91,23,48
google/mt5-base,hidden,sif,12,sif_abtt_optimal,1,0.19095477386934673,0.4298245614035088,0.4824561403508772,0.5087719298245614,0.5701754385964912,0.5877192982456141,0.5384615384615384,0.0,0.4298245614035088,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,1,baseline,10,0.9748743718592965,0.23684210526315788,0.30701754385964913,0.37719298245614036,0.4298245614035088,0.4824561403508772,0.24175824175824176,0.21739130434782608,0.23684210526315788,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,2,baseline,10,0.9798994974874372,0.24561403508771928,0.30701754385964913,0.35964912280701755,0.41228070175438597,0.45614035087719296,0.27472527472527475,0.13043478260869565,0.24561403508771928,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,3,baseline,10,0.964824120603015,0.2543859649122807,0.3333333333333333,0.35964912280701755,0.45614035087719296,0.5087719298245614,0.2857142857142857,0.13043478260869565,0.2543859649122807,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,4,baseline,10,0.9748743718592965,0.2894736842105263,0.38596491228070173,0.4649122807017544,0.5,0.5350877192982456,0.26373626373626374,0.391304347826087,0.2894736842105263,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,5,baseline,10,0.9698492462311558,0.32456140350877194,0.40350877192982454,0.49122807017543857,0.5350877192982456,0.5789473684210527,0.32967032967032966,0.30434782608695654,0.32456140350877194,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,6,baseline,10,0.964824120603015,0.34210526315789475,0.4473684210526316,0.543859649122807,0.5964912280701754,0.6228070175438597,0.32967032967032966,0.391304347826087,0.34210526315789475,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,7,baseline,10,0.9698492462311558,0.37719298245614036,0.4649122807017544,0.5263157894736842,0.5789473684210527,0.5964912280701754,0.3956043956043956,0.30434782608695654,0.37719298245614036,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,8,baseline,10,0.9798994974874372,0.3333333333333333,0.4473684210526316,0.5087719298245614,0.5614035087719298,0.6052631578947368,0.31868131868131866,0.391304347826087,0.3333333333333333,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,9,baseline,10,0.9698492462311558,0.40350877192982454,0.5087719298245614,0.5526315789473685,0.5877192982456141,0.631578947368421,0.4175824175824176,0.34782608695652173,0.40350877192982454,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,10,baseline,10,0.9597989949748744,0.43859649122807015,0.5087719298245614,0.543859649122807,0.5964912280701754,0.6228070175438597,0.4725274725274725,0.30434782608695654,0.43859649122807015,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,11,baseline,10,0.9698492462311558,0.43859649122807015,0.5263157894736842,0.5789473684210527,0.6140350877192983,0.7017543859649122,0.46153846153846156,0.34782608695652173,0.43859649122807015,114,45,91,23,48
sentence-transformers/LaBSE,hidden,mean,12,baseline,10,0.9095477386934674,0.42105263157894735,0.49122807017543857,0.6052631578947368,0.6666666666666666,0.7105263157894737,0.42857142857142855,0.391304347826087,0.42105263157894735,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,1,sif_only,10,0.9547738693467337,0.2894736842105263,0.34210526315789475,0.38596491228070173,0.4298245614035088,0.4824561403508772,0.32967032967032966,0.13043478260869565,0.2894736842105263,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,1,sif_abtt_fixed,10,0.1407035175879397,0.38596491228070173,0.5175438596491229,0.6140350877192983,0.6754385964912281,0.7280701754385965,0.4835164835164835,0.0,0.38596491228070173,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,1,sif_abtt_optimal,5,0.1457286432160804,0.38596491228070173,0.47368421052631576,0.5263157894736842,0.6140350877192983,0.6929824561403509,0.4835164835164835,0.0,0.38596491228070173,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,2,sif_only,10,0.9597989949748744,0.2543859649122807,0.3157894736842105,0.3684210526315789,0.41228070175438597,0.4298245614035088,0.3076923076923077,0.043478260869565216,0.2543859649122807,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,2,sif_abtt_fixed,10,0.1658291457286432,0.42105263157894735,0.4824561403508772,0.5350877192982456,0.6666666666666666,0.7280701754385965,0.5274725274725275,0.0,0.42105263157894735,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,2,sif_abtt_optimal,3,0.1708542713567839,0.37719298245614036,0.4473684210526316,0.4824561403508772,0.5263157894736842,0.543859649122807,0.4725274725274725,0.0,0.37719298245614036,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,3,sif_only,10,0.9698492462311558,0.2719298245614035,0.39473684210526316,0.43859649122807015,0.5175438596491229,0.5350877192982456,0.27472527472527475,0.2608695652173913,0.2719298245614035,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,3,sif_abtt_fixed,10,0.1658291457286432,0.42105263157894735,0.47368421052631576,0.543859649122807,0.5964912280701754,0.6228070175438597,0.5274725274725275,0.0,0.42105263157894735,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,3,sif_abtt_optimal,5,0.19095477386934673,0.39473684210526316,0.45614035087719296,0.5263157894736842,0.5877192982456141,0.631578947368421,0.4945054945054945,0.0,0.39473684210526316,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,4,sif_only,10,0.9597989949748744,0.2982456140350877,0.41228070175438597,0.4649122807017544,0.5350877192982456,0.5701754385964912,0.31868131868131866,0.21739130434782608,0.2982456140350877,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,4,sif_abtt_fixed,10,0.15577889447236182,0.40350877192982454,0.4473684210526316,0.5087719298245614,0.6052631578947368,0.6491228070175439,0.5054945054945055,0.0,0.40350877192982454,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,4,sif_abtt_optimal,7,0.20603015075376885,0.37719298245614036,0.43859649122807015,0.5350877192982456,0.5964912280701754,0.6842105263157895,0.4725274725274725,0.0,0.37719298245614036,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,5,sif_only,10,0.9547738693467337,0.3333333333333333,0.4298245614035088,0.49122807017543857,0.5175438596491229,0.5614035087719298,0.37362637362637363,0.17391304347826086,0.3333333333333333,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,5,sif_abtt_fixed,10,0.18090452261306533,0.40350877192982454,0.4824561403508772,0.543859649122807,0.6052631578947368,0.6491228070175439,0.5054945054945055,0.0,0.40350877192982454,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,5,sif_abtt_optimal,1,0.2663316582914573,0.30701754385964913,0.42105263157894735,0.49122807017543857,0.5350877192982456,0.5614035087719298,0.38461538461538464,0.0,0.30701754385964913,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,6,sif_only,10,0.9447236180904522,0.3684210526315789,0.4298245614035088,0.5087719298245614,0.5350877192982456,0.5614035087719298,0.4065934065934066,0.21739130434782608,0.3684210526315789,114,45,91,23,48
sentence-transformers/LaBSE,hidden,sif,6,sif_abtt_fixed,10,0.17587939698492464,0.43859649122807015,0.5,0.5087719298245614,0.5526315789473685,0.5877192982456141,0.5384615384615384,0.043478260869565216,0.43859649122807015,114,45,91,23,48
